level_0,index,FILING_SEQ_NO,Year,ID_NO,BUS_CODE1,PROFIT_BFOR_INTRST_DEPRCTN_TAX,INTEREST_EXPENSES,DEPRECIATION_EXPENSES,PROFIT_BEFORE_TAXES,PROFIT_AFTER_TAX,INCOME_HP,PRFT_GAIN_BP_OTHR_SPECLTV_BUS_AFTER_DEP,TOT_DEP_PM,PRFT_GAIN_BP_OTHR_SPECLTV_BUS,PRFT_GAIN_BP_SPECLTV_BUS,PRFT_GAIN_BP_SPCFD_BUS,dep_amt_pm,TOTAL_PROFTS_GAINS_BP,ST_CG_AMT_1,ST_CG_AMT_2,ST_CG_AMT_APPRATE,TOTAL_SCTG,LT_CG_AMT_1,LT_CG_AMT_2,TOTAL_LTCG,TOTAL_CAP_GAIN,INC_SPL_111A_112,INC_SPL_RATE_NONCG,INCOME_OS_NOT_RACEHORSE,INC_CHARBLE_SPL_RATE,INCOME_OS_RACEHORSE,TOTAL_INCOME_OS,GTI_BEFORE_LOSSES,CY_Losses,GTI_AFTR_CYL_SET_OFF,BFL_SET_OFF_BALANCE,GTI_AFTER_LOSS,TOTAL_CAP_GAIN,INC_SPL_111A_112,DEDUCT_SEC_10A_OR_10AA,PARTB_CHAPTER_VIA,PARTC_CHAPTER_VIA,TOTAL_DEDUC_VIA,TOTAL_INCOME,INC_CHG_TAX_SPL_RATES,INC_CHG_TAX_NORMAL_RATES,NET_AGRC_INCOME,CY_LOSS_CARRYFWD,CRDT_SEC_115JAA_TAX_PAID_EYRS,TAX_PAYABLE_AFTR_CRED_115JAA,RELIEF_90,RELIEF_91,TOTAL_RELIEF,NET_TAX_LIABILTY,INT_PAYABLE_234A,INT_PAYABLE_234B,INT_PAYABLE_234C,TOTAL_INT_PAYABLE,ADVANCE_TAX,TOTAL_TDS,TOTAL_TCS,SELF_ASSESMNT_TAX,TOTAL_TAX_PAID,TAX_PAYBL,REFUND_AMOUNT,DEEMED_TI_SEC115JB,TAX_DEEMED_TI_SEC115JB,DEEMED_TI_SURCHARGE,EDUCATION_CESS_SEC115JC,TOTAL_TAX_PAYBL_SEC115JC,TAX_NORMAL_RATE,TAX_SI_RATE,TAX_PAYABL_TOT_INCOM,SURCHARGE_BALANCE_TAX_PAYABLE,EDUCATION_CESS,GROSS_TAX_LIABILITY,GROSS_TAX_PAYABLE,AGGREGATE_LIABILTY,AMT_ANY_DIVIDEND_DECLRD,PADDTNS_180_DAYS__MOR_PY_15P,PADDTNS_180_DAYS__MOR_PY_30P,PADDTNS_180_DAYS__MOR_PY_40P,PADDTNS_180_DAYS__MOR_PY_50P,PADDTNS_180_DAYS__MOR_PY_60P,PADDTNS_180_DAYS__MOR_PY_80P,PADDTNS_180_DAYS__MOR_PY_100P,PADDTNS_LESS_180_DAYS_15P,PADDTNS_LESS_180_DAYS_30P,PADDTNS_LESS_180_DAYS_40P,PADDTNS_LESS_180_DAYS_50P,PADDTNS_LESS_180_DAYS_60P,PADDTNS_LESS_180_DAYS_80P,PADD_VALLESS180DAY_PRV_YR_100P,PADDTNL_DEPRECTN_ANY_4_15P,PADDTNL_DEPRECTN_ANY_4_30P,PADDTNL_DEPRECTN_ANY_4_40P,PADDTNL_DEPRECTN_ANY_4_50P,PADDTNL_DEPRECTN_ANY_4_60P,PADDTNL_DEPRECTN_ANY_4_80P,PADDTNL_DEPRECTN_ANY_4_100P,PADDTNL_DEPRECTN_ANY_7_15P,PADDTNL_DEPRECTN_ANY_7_30P,PADDTNL_DEPRECTN_ANY_7_40P,PADDTNL_DEPRECTN_ANY_7_50P,PADDTNL_DEPRECTN_ANY_7_60P,PADDTNL_DEPRECTN_ANY_7_80P,PADDTNL_DEPRECTN_ANY_7_100P,BADDTNS_180_DAYS__MOR_PY_5P,BADDTNS_180_DAYS__MOR_PY_10P,BADDTNS_180_DAYS__MOR_PY_100P,BADDTNS_LESS_180_DAYS_5P,BADDTNS_LESS_180_DAYS_10P,BADDTNS_LESS_180_DAYS_100P,BADDTNL_DEPRECTN_ANY_4_5P,BADDTNL_DEPRECTN_ANY_4_10P,BADDTNL_DEPRECTN_ANY_4_100P,BADDTNL_DEPRECTN_ANY_7_5P,BADDTNL_DEPRECTN_ANY_7_10P,BADDTNL_DEPRECTN_ANY_7_100P,FADDTNS_180_DAYS__MOR_PY_10P,FADDTNS_LESS_180_DAYS_10P,FADDTNL_DEPRECTN_ANY_4_10P,FADDTNL_DEPRECTN_ANY_7_10P,IADDTNS_180_DAYS__MOR_PY_10P,IADDTNS_LESS_180_DAYS_10P,IADDTNL_DEPRECTN_ANY_4_10P,IADDTNL_DEPRECTN_ANY_7_10P,SADDTNS_180_DAYS__MOR_PY_10P,SADDTNS_LESS_180_DAYS_10P,SADDTNL_DEPRECTN_ANY_4_10P,SADDTNL_DEPRECTN_ANY_7_10P,PWR_DOWN_VAL_1ST_DAY_PY_15P,PWR_DOWN_VAL_1ST_DAY_PY_30P,PWR_DOWN_VAL_1ST_DAY_PY_40P,PWR_DOWN_VAL_1ST_DAY_PY_50P,PWR_DOWN_VAL_1ST_DAY_PY_60P,PWR_DOWN_VAL_1ST_DAY_PY_80P,PWR_DOWN_VAL_1ST_DAY_PY_100P,PCR34_PY_15P,PCR34_PY_30P,PCR34_PY_40P,PCR34_PY_50P,PCR34_PY_60P,PCR34_PY_80P,PCR34_PY_100P,PAMT_DEPRECTN_FULL_RATE_15P,PAMT_DEPRECTN_FULL_RATE_30P,PAMT_DEPRECTN_FULL_RATE_40P,PAMT_DEPRECTN_FULL_RATE_50P,PAMT_DEPRECTN_FULL_RATE_60P,PAMT_DEPRECTN_FULL_RATE_80P,PAMT_DEPRECTN_FULL_RATE_100P,PCR7_PY_15P,PCR7_PY_30P,PCR7_PY_40P,PCR7_PY_50P,PCR7_PY_60P,PCR7_PY_80P,PCR7_PY_100P,PAMT_DEP_HALF_RATE_ALLWD_15P,PAMT_DEP_HALF_RATE_ALLWD_30P,PAMT_DEP_HALF_RATE_ALLWD_40P,PAMT_DEP_HALF_RATE_ALLWD_50P,PAMT_DEP_HALF_RATE_ALLWD_60P,PAMT_DEP_HALF_RATE_ALLWD_80P,PAMT_DEP_HALF_RATE_ALLWD_100P,PDEPRECTN_6_FULL_RATE_15P,PDEPRECTN_6_FULL_RATE_30P,PDEPRECTN_6_FULL_RATE_40P,PDEPRECTN_6_FULL_RATE_50P,PDEPRECTN_6_FULL_RATE_60P,PDEPRECTN_6_FULL_RATE_80P,PDEPRECTN_6_FULL_RATE_100P,PDEPRECTN_9_HALF_RATE_15P,PDEPRECTN_9_HALF_RATE_30P,PDEPRECTN_9_HALF_RATE_40P,PDEPRECTN_9_HALF_RATE_50P,PDEPRECTN_9_HALF_RATE_60P,PDEPRECTN_9_HALF_RATE_80P,PDEPRECTN_9_HALF_RATE_100P,PTOTAL_DEPRCTN_15P,PTOTAL_DEPRCTN_30P,PTOTAL_DEPRCTN_40P,PTOTAL_DEPRCTN_50P,PTOTAL_DEPRCTN_60P,PTOTAL_DEPRCTN_80P,PTOTAL_DEPRCTN_100P,TOT_DEPR_PM,PEXP_INCURRD_TRF_ASSTS_15P,PEXP_INCURRD_TRF_ASSTS_30P,PEXP_INCURRD_TRF_ASSTS_40P,PEXP_INCURRD_TRF_ASSTS_50P,PEXP_INCURRD_TRF_ASSTS_60P,PEXP_INCURRD_TRF_ASSTS_80P,PEXP_INCURRD_TRF_ASSTS_100P,PCAP_GAINS_LOSS_SEC50_15P,PCAP_GAINS_LOSS_SEC50_30P,PCAP_GAINS_LOSS_SEC50_40P,PCAP_GAINS_LOSS_SEC50_50P,PCAP_GAINS_LOSS_SEC50_60P,PCAP_GAINS_LOSS_SEC50_80P,PCAP_GAINS_LOSS_SEC50_100P,PWRTN_DWN_VAL_LAST_DAY_PY_15P,PWRTN_DWN_VAL_LAST_DAY_PY_30P,PWRTN_DWN_VAL_LAST_DAY_PY_40P,PWRTN_DWN_VAL_LAST_DAY_PY_50P,PWRTN_DWN_VAL_LAST_DAY_PY_60P,PWRTN_DWN_VAL_LAST_DAY_PY_80P,PWRTN_DWN_VAL_LAST_DAY_PY_100P,BWRTN_DOWN_VAL_1ST_DAY_PY_5P,BWRTN_DOWN_VAL_1ST_DAY_PY_10P,BWRTN_DOWN_VAL_1ST_DAY_PY_100P,BCR34_PY_5P,BCR34_PY_10P,BCR34_PY_100P,BAMT_DEPR_FULL_RATE_5P,BAMT_DEPR_FULL_RATE_10P,BAMT_DEPR_FULL_RATE_100P,BCR7_PY_5P,BCR7_PY_10P,BCR7_PY_100P,BAMT_DEP_HALF_RATE_ALLWD_5P,BAMT_DEP_HALF_RATE_ALLWD_10P,BAMT_DEP_HALF_RATE_ALLWD_100P,BDEPRECTN_6_FULL_RATE_5P,BDEPRECTN_6_FULL_RATE_10P,BDEPRECTN_6_FULL_RATE_100P,BDEPRECTN_9_HALF_RATE_5P,BDEPRECTN_9_HALF_RATE_10P,BDEPRECTN_9_HALF_RATE_100P,BTOTAL_DEPRCTN_5P,BTOTAL_DEPRCTN_10P,BTOTAL_DEPRCTN_100P,BEXP_INCURRD_TRF_ASSTS_5P,BEXP_INCURRD_TRF_ASSTS_10P,BEXP_INCURRD_TRF_ASSTS_100P,BCAP_GAINS_LOSS_SEC50_5P,BCAP_GAINS_LOSS_SEC50_10P,BCAP_GAINS_LOSS_SEC50_100P,BWRTN_DWN_VAL_LAST_DAY_PY_5P,BWRTN_DWN_VAL_LAST_DAY_PY_10P,BWRTN_DWN_VAL_LAST_DAY_PY_100P,FWRTN_DOWN_VAL_1ST_DAY_PY_10P,FCR34_PY_10P,FAMT_DEPRECTN_FULL_RATE_10P,FCR7_PY_10P,FAMT_DEP_HALF_RATE_ALLWD_10P,FDEPRECTN_6_FULL_RATE_10P,FDEPRECTN_9_HALF_RATE_10P,FTOTAL_DEPRCTN_10P,FEXP_INCURRD_TRF_ASSTS_10P,FCAP_GAINS_LOSS_SEC50_10P,FWRTN_DOWN_VAL_LAST_DAY_PY_10P,IWRTN_DOWN_VAL_1ST_DAY_PY_10P,ICR34_PY_10P,IAMT_DEPRECTN_FULL_RATE_10P,ICR7_PY_10P,IAMT_DEP_HALF_RATE_ALLWD_10P,IDEPRECTN_6_FULL_RATE_10P,IDEPRECTN_9_HALF_RATE_10P,ITOTAL_DEPRCTN_10P,IEXP_INCURRD_TRF_ASSTS_10P,ICAP_GAINS_LOSS_SEC50_10P,IWRTN_DOWN_VAL_LAST_DAY_PY_10P,SWRTN_DOWN_VAL_1ST_DAY_PY_10P,SCR34_PY_10P,SAMT_DEPRECTN_FULL_RATE_10P,SCR7_PY_10P,SAMT_DEP_HALF_RATE_ALLWD_10P,SDEPRECTN_6_FULL_RATE_10P,SDEPRECTN_9_HALF_RATE_10P,STOTAL_DEPRCTN_10P,SEXP_INCURRD_TRF_ASSTS_10P,SCAP_GAINS_LOSS_SEC50_10P,SWRTN_DOWN_VAL_LAST_DAY_PY_10P,LOSS_LAG1,LOSS_LAG2,LOSS_LAG3,LOSS_LAG4,LOSS_LAG5,LOSS_LAG6,LOSS_LAG7,LOSS_LAG8,MAT_LAG1,MAT_LAG2,MAT_LAG3,MAT_LAG4,MAT_LAG5,MAT_LAG6,MAT_LAG7,MAT_LAG8,MAT_LAG9,MAT_LAG10,MAT_LAG11,MAT_LAG12,MAT_LAG13,MAT_LAG14,MAT_LAG15
896,4480,1139,2017,1441036,202,-138507,0,303891,-442398,-442058,84000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,84000,84000,0,0,0,0,0,0,0,0,0,0,0,0,0,4427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-442398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,4485,1140,2017,1445690,709,-16500,0,0,-16500,-16500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,4490,1142,2017,1449871,204,32237,346,0,31891,22361,0,31891,0,31891,0,0,0,31891,0,0,0,0,0,0,0,0,0,,0,0,0,0,31891,0,31891,0,31891,0,0,0,0,0,0,31890,0,31890,0,0,0,9530,0,0,0,9530,0,0,0,0,0,0,0,9530,9530,0,0,22361,4137,0,124,4261,9253,0,9253,0,277,9530,9530,9530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,4495,1143,2017,1451447,202,-130163,0,0,-130163,-130163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-130163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,4500,1144,2017,1452475,101,96179286,73728604,13597733,8852949,5702035,0,11279937,0,11279937,0,0,0,11279937,0,0,0,0,0,0,0,0,0,,0,0,0,0,11279937,0,11279937,0,11279937,0,0,0,0,0,0,11279940,0,0,0,0,0,3729487,0,0,0,3729487,0,68152,61965,130117,1600000,1155837,0,1105000,3860837,0,1230,8862750,1639609,0,49188,1688797,3383982,0,3383982,236879,108626,3729487,3729487,3859604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,4505,1146,2017,1455380,107,408676268,19315213,69894967,319466088,232906854,0,83563538,0,83563538,0,0,0,83563538,10843,0,2302974,2313817,0,0,0,2313817,10843,-2302974,0,0,0,0,85877355,0,85877355,0,85877355,2313817,10843,0,63500,0,63500,85813860,10843,85803017,0,0,0,66766193,0,0,0,66766193,0,228192,417667,645859,56200000,549455,73064,10589921,67412440,0,390,312845303,57876381,6945166,1944646,66766193,25740905,1626,25742531,1801977,826335,28370843,66766193,67412052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,4510,1147,2017,1457476,124,1464276,857151,455272,151853,122789,0,31725,0,31725,0,0,0,31725,0,0,0,0,0,0,0,0,0,,0,0,0,0,31725,0,31725,0,31725,0,0,0,0,0,0,31730,0,31730,0,0,0,28936,0,0,0,28936,0,0,129,129,119000,0,0,0,119000,0,89940,151853,28093,0,843,28936,9210,0,9210,0,276,9486,28936,29065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,4515,1150,2017,1460386,714,6503074,0,545545,5957529,3926835,0,6382584,0,6382584,0,0,0,6382584,0,0,0,0,0,0,0,0,0,,0,0,0,0,6382584,0,6382584,0,6382584,0,0,0,0,0,0,6382580,0,6382580,0,0,0,1972217,0,0,0,1972217,0,0,37923,37923,1785000,235770,14826,0,2035596,0,25460,5957529,1102143,0,33064,1135207,1914774,0,1914774,0,57443,1972217,1972217,2010140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,4520,1151,2017,1461321,108,-674545,0,26449,-700994,-725947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4240,0,0,4240,4240,4240,0,0,0,0,0,0,0,0,0,0,0,0,0,776075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,4525,1152,2017,1462187,403,-3727365,0,117754,-3845119,-3865663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3261000,0,0,0,0,0,0,0,0,0,0,0,1447,0,0,1447,0,1450,-3845119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,4530,1153,2017,1463509,711,396186,220622,834561,-658997,-658997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536280,0,0,0,0,0,0,0,0,0,0,0,465792,0,0,465792,0,465790,-658997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,4535,1154,2017,1463680,714,841372,0,690652,150720,144201,1369360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5550,0,0,5550,1374910,0,1374910,0,1374910,0,0,0,0,0,0,1374910,0,0,0,0,0,410686,0,0,0,410686,0,28742,20738,49480,0,0,0,460170,460170,0,0,150720,27883,0,836,28719,398724,0,398724,0,11962,410686,410686,460166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908,4540,1155,2017,1465869,707,758428,591017,1659870,-1492459,-1492459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2234899,0,0,0,0,0,0,0,0,0,0,0,90000,0,0,90000,0,90000,-1492459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
